#,firmware,0.0.1,0.0.1,
#,devices,NXSID007,NXSAMPLEX,
#,product types,SLEEVE,SLEEVE,
#,data,1.0.0
#,username,Basdeo05
#,platform,iOS

time,measurement,value,field,type,device
2021-09-14 12:58:58:9100,sensor,7,a1,adc,NXSAMPLEX
2021-09-14 12:58:58:9100,sensor,88,a2,adc,NXSAMPLEX
2021-09-14 12:58:58:9440,sensor,1658,a0,adc,NXSID007
2021-09-14 12:58:58:9440,sensor,1235,a1,adc,NXSID007
2021-09-14 12:58:58:9440,sensor,1072,a2,adc,NXSID007
2021-09-14 12:58:58:9660,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:58:58:9660,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:58:58:9660,IMU,978,az,acceleration,NXSAMPLEX
2021-09-14 12:58:59:0250,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:58:59:0250,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:58:59:0250,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:58:59:0640,environment,29.48,temp,device,NXSID007
2021-09-14 12:58:59:0640,environment,42.41,hum,device,NXSID007
2021-09-14 12:58:59:0640,environment,-46.18,alt,device,NXSID007
2021-09-14 12:58:59:0860,IMU,80,mx,magnet,NXSAMPLEX
2021-09-14 12:58:59:0860,IMU,-6175,my,magnet,NXSAMPLEX
2021-09-14 12:58:59:0860,IMU,-6698,mz,magnet,NXSAMPLEX
2021-09-14 12:58:59:1460,sensor,911,a0,adc,NXSAMPLEX
2021-09-14 12:58:59:1460,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 12:58:59:1460,sensor,95,a2,adc,NXSAMPLEX
2021-09-14 12:58:59:2080,IMU,-21,ax,acceleration,NXSAMPLEX
2021-09-14 12:58:59:2080,IMU,-36,ay,acceleration,NXSAMPLEX
2021-09-14 12:58:59:2080,IMU,979,az,acceleration,NXSAMPLEX
2021-09-14 12:58:59:2660,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:58:59:2660,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:58:59:2660,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:58:59:3280,IMU,86,mx,magnet,NXSAMPLEX
2021-09-14 12:58:59:3280,IMU,-6212,my,magnet,NXSAMPLEX
2021-09-14 12:58:59:3280,IMU,-6713,mz,magnet,NXSAMPLEX
2021-09-14 12:58:59:3880,sensor,917,a0,adc,NXSAMPLEX
2021-09-14 12:58:59:3880,sensor,3,a1,adc,NXSAMPLEX
2021-09-14 12:58:59:3880,sensor,61,a2,adc,NXSAMPLEX
2021-09-14 12:58:59:4460,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:58:59:4460,IMU,-39,ay,acceleration,NXSAMPLEX
2021-09-14 12:58:59:4460,IMU,978,az,acceleration,NXSAMPLEX
2021-09-14 12:58:59:5060,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:58:59:5060,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:58:59:5060,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:58:59:5660,IMU,89,mx,magnet,NXSAMPLEX
2021-09-14 12:58:59:5660,IMU,-6194,my,magnet,NXSAMPLEX
2021-09-14 12:58:59:5660,IMU,-6735,mz,magnet,NXSAMPLEX
2021-09-14 12:58:59:6260,sensor,911,a0,adc,NXSAMPLEX
2021-09-14 12:58:59:6260,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 12:58:59:6260,sensor,115,a2,adc,NXSAMPLEX
2021-09-14 12:58:59:6860,IMU,-21,ax,acceleration,NXSAMPLEX
2021-09-14 12:58:59:6860,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:58:59:6860,IMU,981,az,acceleration,NXSAMPLEX
2021-09-14 12:58:59:7460,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:58:59:7460,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:58:59:7460,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:58:59:8070,IMU,41,mx,magnet,NXSAMPLEX
2021-09-14 12:58:59:8070,IMU,-6229,my,magnet,NXSAMPLEX
2021-09-14 12:58:59:8070,IMU,-6716,mz,magnet,NXSAMPLEX
2021-09-14 12:58:59:8680,sensor,911,a0,adc,NXSAMPLEX
2021-09-14 12:58:59:8680,sensor,6,a1,adc,NXSAMPLEX
2021-09-14 12:58:59:8680,sensor,54,a2,adc,NXSAMPLEX
2021-09-14 12:58:59:9270,IMU,-20,ax,acceleration,NXSAMPLEX
2021-09-14 12:58:59:9270,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:58:59:9270,IMU,981,az,acceleration,NXSAMPLEX
2021-09-14 12:58:59:9870,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:58:59:9870,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:58:59:9870,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:00:0460,IMU,89,mx,magnet,NXSAMPLEX
2021-09-14 12:59:00:0460,IMU,-6230,my,magnet,NXSAMPLEX
2021-09-14 12:59:00:0460,IMU,-6714,mz,magnet,NXSAMPLEX
2021-09-14 12:59:00:1060,sensor,916,a0,adc,NXSAMPLEX
2021-09-14 12:59:00:1060,sensor,11,a1,adc,NXSAMPLEX
2021-09-14 12:59:00:1060,sensor,99,a2,adc,NXSAMPLEX
2021-09-14 12:59:00:1660,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:00:1660,IMU,-39,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:00:1660,IMU,978,az,acceleration,NXSAMPLEX
2021-09-14 12:59:00:2270,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:00:2270,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:00:2270,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:00:2870,IMU,111,mx,magnet,NXSAMPLEX
2021-09-14 12:59:00:2870,IMU,-6221,my,magnet,NXSAMPLEX
2021-09-14 12:59:00:2870,IMU,-6737,mz,magnet,NXSAMPLEX
2021-09-14 12:59:00:3480,sensor,916,a0,adc,NXSAMPLEX
2021-09-14 12:59:00:3480,sensor,6,a1,adc,NXSAMPLEX
2021-09-14 12:59:00:3480,sensor,87,a2,adc,NXSAMPLEX
2021-09-14 12:59:00:4070,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:00:4070,IMU,-39,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:00:4070,IMU,980,az,acceleration,NXSAMPLEX
2021-09-14 12:59:00:4670,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:00:4670,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:00:4670,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:00:5270,IMU,63,mx,magnet,NXSAMPLEX
2021-09-14 12:59:00:5270,IMU,-6205,my,magnet,NXSAMPLEX
2021-09-14 12:59:00:5270,IMU,-6732,mz,magnet,NXSAMPLEX
2021-09-14 12:59:00:5880,sensor,919,a0,adc,NXSAMPLEX
2021-09-14 12:59:00:5880,sensor,13,a1,adc,NXSAMPLEX
2021-09-14 12:59:00:5880,sensor,61,a2,adc,NXSAMPLEX
2021-09-14 12:59:00:6460,IMU,-23,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:00:6460,IMU,-36,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:00:6460,IMU,977,az,acceleration,NXSAMPLEX
2021-09-14 12:59:00:7060,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:00:7060,IMU,-12,gy,gyration,NXSAMPLEX
2021-09-14 12:59:00:7060,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:00:7670,IMU,57,mx,magnet,NXSAMPLEX
2021-09-14 12:59:00:7670,IMU,-6221,my,magnet,NXSAMPLEX
2021-09-14 12:59:00:7670,IMU,-6769,mz,magnet,NXSAMPLEX
2021-09-14 12:59:00:8280,sensor,915,a0,adc,NXSAMPLEX
2021-09-14 12:59:00:8280,sensor,7,a1,adc,NXSAMPLEX
2021-09-14 12:59:00:8280,sensor,112,a2,adc,NXSAMPLEX
2021-09-14 12:59:00:8860,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:00:8860,IMU,-39,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:00:8860,IMU,978,az,acceleration,NXSAMPLEX
2021-09-14 12:59:00:9460,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:00:9460,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:00:9460,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:01:0090,IMU,80,mx,magnet,NXSAMPLEX
2021-09-14 12:59:01:0090,IMU,-6176,my,magnet,NXSAMPLEX
2021-09-14 12:59:01:0090,IMU,-6726,mz,magnet,NXSAMPLEX
2021-09-14 12:59:01:0680,sensor,920,a0,adc,NXSAMPLEX
2021-09-14 12:59:01:0680,sensor,7,a1,adc,NXSAMPLEX
2021-09-14 12:59:01:0680,sensor,50,a2,adc,NXSAMPLEX
2021-09-14 12:59:01:1260,IMU,-23,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:01:1260,IMU,-36,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:01:1260,IMU,978,az,acceleration,NXSAMPLEX
2021-09-14 12:59:01:1860,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:01:1860,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:01:1860,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:01:2470,IMU,59,mx,magnet,NXSAMPLEX
2021-09-14 12:59:01:2470,IMU,-6183,my,magnet,NXSAMPLEX
2021-09-14 12:59:01:2470,IMU,-6738,mz,magnet,NXSAMPLEX
2021-09-14 12:59:01:3070,sensor,920,a0,adc,NXSAMPLEX
2021-09-14 12:59:01:3070,sensor,12,a1,adc,NXSAMPLEX
2021-09-14 12:59:01:3070,sensor,99,a2,adc,NXSAMPLEX
2021-09-14 12:59:01:3660,IMU,-21,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:01:3660,IMU,-37,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:01:3660,IMU,980,az,acceleration,NXSAMPLEX
2021-09-14 12:59:01:4270,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:01:4270,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:01:4270,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:01:4870,IMU,27,mx,magnet,NXSAMPLEX
2021-09-14 12:59:01:4870,IMU,-6197,my,magnet,NXSAMPLEX
2021-09-14 12:59:01:4870,IMU,-6706,mz,magnet,NXSAMPLEX
2021-09-14 12:59:01:5480,sensor,919,a0,adc,NXSAMPLEX
2021-09-14 12:59:01:5480,sensor,13,a1,adc,NXSAMPLEX
2021-09-14 12:59:01:5480,sensor,95,a2,adc,NXSAMPLEX
2021-09-14 12:59:01:6060,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:01:6060,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:01:6060,IMU,979,az,acceleration,NXSAMPLEX
2021-09-14 12:59:01:6670,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:01:6670,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:01:6670,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:01:7270,IMU,53,mx,magnet,NXSAMPLEX
2021-09-14 12:59:01:7270,IMU,-6159,my,magnet,NXSAMPLEX
2021-09-14 12:59:01:7270,IMU,-6762,mz,magnet,NXSAMPLEX
2021-09-14 12:59:01:7880,sensor,915,a0,adc,NXSAMPLEX
2021-09-14 12:59:01:7880,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 12:59:01:7880,sensor,59,a2,adc,NXSAMPLEX
2021-09-14 12:59:01:8460,IMU,-23,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:01:8460,IMU,-37,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:01:8460,IMU,978,az,acceleration,NXSAMPLEX
2021-09-14 12:59:01:9070,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:01:9070,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:01:9070,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:01:9690,IMU,48,mx,magnet,NXSAMPLEX
2021-09-14 12:59:01:9690,IMU,-6143,my,magnet,NXSAMPLEX
2021-09-14 12:59:01:9690,IMU,-6762,mz,magnet,NXSAMPLEX
2021-09-14 12:59:02:0260,sensor,913,a0,adc,NXSAMPLEX
2021-09-14 12:59:02:0260,sensor,12,a1,adc,NXSAMPLEX
2021-09-14 12:59:02:0260,sensor,115,a2,adc,NXSAMPLEX
2021-09-14 12:59:02:0860,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:02:0860,IMU,-39,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:02:0860,IMU,979,az,acceleration,NXSAMPLEX
2021-09-14 12:59:02:1460,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:02:1460,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:02:1460,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:02:2070,IMU,44,mx,magnet,NXSAMPLEX
2021-09-14 12:59:02:2070,IMU,-6199,my,magnet,NXSAMPLEX
2021-09-14 12:59:02:2070,IMU,-6700,mz,magnet,NXSAMPLEX
2021-09-14 12:59:02:2680,sensor,913,a0,adc,NXSAMPLEX
2021-09-14 12:59:02:2680,sensor,7,a1,adc,NXSAMPLEX
2021-09-14 12:59:02:2680,sensor,52,a2,adc,NXSAMPLEX
2021-09-14 12:59:02:3260,IMU,-21,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:02:3260,IMU,-39,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:02:3260,IMU,979,az,acceleration,NXSAMPLEX
2021-09-14 12:59:02:3870,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:02:3870,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:02:3870,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:02:4480,IMU,19,mx,magnet,NXSAMPLEX
2021-09-14 12:59:02:4480,IMU,-6194,my,magnet,NXSAMPLEX
2021-09-14 12:59:02:4480,IMU,-6710,mz,magnet,NXSAMPLEX
2021-09-14 12:59:02:5070,sensor,914,a0,adc,NXSAMPLEX
2021-09-14 12:59:02:5070,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 12:59:02:5070,sensor,109,a2,adc,NXSAMPLEX
2021-09-14 12:59:02:5660,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:02:5660,IMU,-37,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:02:5660,IMU,984,az,acceleration,NXSAMPLEX
2021-09-14 12:59:02:6260,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:02:6260,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:02:6260,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:02:6870,IMU,66,mx,magnet,NXSAMPLEX
2021-09-14 12:59:02:6870,IMU,-6157,my,magnet,NXSAMPLEX
2021-09-14 12:59:02:6870,IMU,-6733,mz,magnet,NXSAMPLEX
2021-09-14 12:59:02:7480,sensor,914,a0,adc,NXSAMPLEX
2021-09-14 12:59:02:7480,sensor,5,a1,adc,NXSAMPLEX
2021-09-14 12:59:02:7480,sensor,88,a2,adc,NXSAMPLEX
2021-09-14 12:59:02:8060,IMU,-24,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:02:8060,IMU,-36,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:02:8060,IMU,982,az,acceleration,NXSAMPLEX
2021-09-14 12:59:02:8670,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:02:8670,IMU,-14,gy,gyration,NXSAMPLEX
2021-09-14 12:59:02:8670,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:02:9270,IMU,20,mx,magnet,NXSAMPLEX
2021-09-14 12:59:02:9270,IMU,-6188,my,magnet,NXSAMPLEX
2021-09-14 12:59:02:9270,IMU,-6704,mz,magnet,NXSAMPLEX
2021-09-14 12:59:02:9880,sensor,909,a0,adc,NXSAMPLEX
2021-09-14 12:59:02:9880,sensor,9,a1,adc,NXSAMPLEX
2021-09-14 12:59:02:9880,sensor,63,a2,adc,NXSAMPLEX
2021-09-14 12:59:03:0460,IMU,-20,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:03:0460,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:03:0460,IMU,980,az,acceleration,NXSAMPLEX
2021-09-14 12:59:03:1360,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:03:1360,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:03:1360,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:03:1960,IMU,2,mx,magnet,NXSAMPLEX
2021-09-14 12:59:03:1960,IMU,-6166,my,magnet,NXSAMPLEX
2021-09-14 12:59:03:1960,IMU,-6724,mz,magnet,NXSAMPLEX
2021-09-14 12:59:03:2880,sensor,908,a0,adc,NXSAMPLEX
2021-09-14 12:59:03:2880,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 12:59:03:2880,sensor,105,a2,adc,NXSAMPLEX
2021-09-14 12:59:03:3460,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:03:3460,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:03:3460,IMU,978,az,acceleration,NXSAMPLEX
2021-09-14 12:59:03:4120,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:03:4120,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:03:4120,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:03:4680,IMU,35,mx,magnet,NXSAMPLEX
2021-09-14 12:59:03:4680,IMU,-6181,my,magnet,NXSAMPLEX
2021-09-14 12:59:03:4680,IMU,-6673,mz,magnet,NXSAMPLEX
2021-09-14 12:59:03:5300,sensor,912,a0,adc,NXSAMPLEX
2021-09-14 12:59:03:5300,sensor,9,a1,adc,NXSAMPLEX
2021-09-14 12:59:03:5300,sensor,118,a2,adc,NXSAMPLEX
2021-09-14 12:59:03:5880,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:03:5880,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:03:5880,IMU,979,az,acceleration,NXSAMPLEX
2021-09-14 12:59:03:6470,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:03:6470,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:03:6470,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:03:7070,IMU,73,mx,magnet,NXSAMPLEX
2021-09-14 12:59:03:7070,IMU,-6157,my,magnet,NXSAMPLEX
2021-09-14 12:59:03:7070,IMU,-6717,mz,magnet,NXSAMPLEX
2021-09-14 12:59:03:7750,sensor,912,a0,adc,NXSAMPLEX
2021-09-14 12:59:03:7750,sensor,2,a1,adc,NXSAMPLEX
2021-09-14 12:59:03:7750,sensor,43,a2,adc,NXSAMPLEX
2021-09-14 12:59:03:8260,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:03:8260,IMU,-39,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:03:8260,IMU,977,az,acceleration,NXSAMPLEX
2021-09-14 12:59:03:8860,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:03:8860,IMU,-12,gy,gyration,NXSAMPLEX
2021-09-14 12:59:03:8860,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:03:9480,IMU,35,mx,magnet,NXSAMPLEX
2021-09-14 12:59:03:9480,IMU,-6198,my,magnet,NXSAMPLEX
2021-09-14 12:59:03:9480,IMU,-6717,mz,magnet,NXSAMPLEX
2021-09-14 12:59:04:0080,sensor,911,a0,adc,NXSAMPLEX
2021-09-14 12:59:04:0080,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 12:59:04:0080,sensor,108,a2,adc,NXSAMPLEX
2021-09-14 12:59:04:0660,IMU,-22,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:04:0660,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:04:0660,IMU,979,az,acceleration,NXSAMPLEX
2021-09-14 12:59:04:1260,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:04:1260,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:04:1260,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:04:1870,IMU,42,mx,magnet,NXSAMPLEX
2021-09-14 12:59:04:1870,IMU,-6191,my,magnet,NXSAMPLEX
2021-09-14 12:59:04:1870,IMU,-6719,mz,magnet,NXSAMPLEX
2021-09-14 12:59:04:2470,sensor,915,a0,adc,NXSAMPLEX
2021-09-14 12:59:04:2470,sensor,12,a1,adc,NXSAMPLEX
2021-09-14 12:59:04:2470,sensor,82,a2,adc,NXSAMPLEX
2021-09-14 12:59:04:3060,IMU,-23,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:04:3060,IMU,-39,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:04:3060,IMU,980,az,acceleration,NXSAMPLEX
2021-09-14 12:59:04:3660,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:04:3660,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:04:3660,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:04:4290,IMU,8,mx,magnet,NXSAMPLEX
2021-09-14 12:59:04:4290,IMU,-6200,my,magnet,NXSAMPLEX
2021-09-14 12:59:04:4290,IMU,-6728,mz,magnet,NXSAMPLEX
2021-09-14 12:59:04:4880,sensor,911,a0,adc,NXSAMPLEX
2021-09-14 12:59:04:4880,sensor,5,a1,adc,NXSAMPLEX
2021-09-14 12:59:04:4880,sensor,69,a2,adc,NXSAMPLEX
2021-09-14 12:59:04:5460,IMU,-23,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:04:5460,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:04:5460,IMU,979,az,acceleration,NXSAMPLEX
2021-09-14 12:59:04:6070,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:04:6070,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:04:6070,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:04:6970,IMU,28,mx,magnet,NXSAMPLEX
2021-09-14 12:59:04:6970,IMU,-6164,my,magnet,NXSAMPLEX
2021-09-14 12:59:04:6970,IMU,-6709,mz,magnet,NXSAMPLEX
2021-09-14 12:59:04:7590,sensor,915,a0,adc,NXSAMPLEX
2021-09-14 12:59:04:7590,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 12:59:04:7590,sensor,115,a2,adc,NXSAMPLEX
2021-09-14 12:59:04:8160,IMU,-20,ax,acceleration,NXSAMPLEX
2021-09-14 12:59:04:8160,IMU,-38,ay,acceleration,NXSAMPLEX
2021-09-14 12:59:04:8160,IMU,983,az,acceleration,NXSAMPLEX
2021-09-14 12:59:04:8770,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 12:59:04:8770,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 12:59:04:8770,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 12:59:04:9370,IMU,26,mx,magnet,NXSAMPLEX
2021-09-14 12:59:04:9370,IMU,-6157,my,magnet,NXSAMPLEX
2021-09-14 12:59:04:9370,IMU,-6776,mz,magnet,NXSAMPLEX
2021-09-14 12:59:04:9960,sensor,910,a0,adc,NXSAMPLEX
2021-09-14 12:59:04:9960,sensor,7,a1,adc,NXSAMPLEX
