time,measurement,value,field,type,device
2021-09-14 15:45:14:9540,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 15:45:14:9540,sensor,50,a2,adc,NXSAMPLEX
2021-09-14 15:45:15:0120,IMU,105,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:15:0120,IMU,-902,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:15:0120,IMU,363,az,acceleration,NXSAMPLEX
2021-09-14 15:45:15:0720,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 15:45:15:0720,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:15:0720,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:15:1330,IMU,-2190,mx,magnet,NXSAMPLEX
2021-09-14 15:45:15:1330,IMU,816,my,magnet,NXSAMPLEX
2021-09-14 15:45:15:1330,IMU,-4919,mz,magnet,NXSAMPLEX
2021-09-14 15:45:15:1930,sensor,424,a0,adc,NXSAMPLEX
2021-09-14 15:45:15:1930,sensor,3,a1,adc,NXSAMPLEX
2021-09-14 15:45:15:1930,sensor,116,a2,adc,NXSAMPLEX
2021-09-14 15:45:15:2300,sensor,892,a0,adc,NXSCK
2021-09-14 15:45:15:2300,sensor,119,a1,adc,NXSCK
2021-09-14 15:45:15:2300,sensor,190,a2,adc,NXSCK
2021-09-14 15:45:15:2520,IMU,106,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:15:2520,IMU,-909,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:15:2520,IMU,370,az,acceleration,NXSAMPLEX
2021-09-14 15:45:15:2890,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:15:2890,IMU,-16,gy,gyration,NXSCK
2021-09-14 15:45:15:2890,IMU,-2,gz,gyration,NXSCK
2021-09-14 15:45:15:3110,IMU,11,gx,gyration,NXSAMPLEX
2021-09-14 15:45:15:3110,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:15:3110,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:15:3510,IMU,-70,mx,magnet,NXSCK
2021-09-14 15:45:15:3510,IMU,69,my,magnet,NXSCK
2021-09-14 15:45:15:3510,IMU,-15,mz,magnet,NXSCK
2021-09-14 15:45:15:3730,IMU,-2254,mx,magnet,NXSAMPLEX
2021-09-14 15:45:15:3730,IMU,827,my,magnet,NXSAMPLEX
2021-09-14 15:45:15:3730,IMU,-4958,mz,magnet,NXSAMPLEX
2021-09-14 15:45:15:4330,sensor,419,a0,adc,NXSAMPLEX
2021-09-14 15:45:15:4330,sensor,7,a1,adc,NXSAMPLEX
2021-09-14 15:45:15:4330,sensor,63,a2,adc,NXSAMPLEX
2021-09-14 15:45:15:4710,sensor,890,a0,adc,NXSCK
2021-09-14 15:45:15:4710,sensor,115,a1,adc,NXSCK
2021-09-14 15:45:15:4710,sensor,192,a2,adc,NXSCK
2021-09-14 15:45:15:4910,IMU,105,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:15:4910,IMU,-906,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:15:4910,IMU,363,az,acceleration,NXSAMPLEX
2021-09-14 15:45:15:5000,IMU,-131,ax,acceleration,NXSCK
2021-09-14 15:45:15:5000,IMU,-434,ay,acceleration,NXSCK
2021-09-14 15:45:15:5000,IMU,895,az,acceleration,NXSCK
2021-09-14 15:45:15:5520,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 15:45:15:5520,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:15:5520,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:15:5900,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:15:5900,IMU,-15,gy,gyration,NXSCK
2021-09-14 15:45:15:5900,IMU,-2,gz,gyration,NXSCK
2021-09-14 15:45:15:6130,IMU,-2214,mx,magnet,NXSAMPLEX
2021-09-14 15:45:15:6130,IMU,831,my,magnet,NXSAMPLEX
2021-09-14 15:45:15:6130,IMU,-4989,mz,magnet,NXSAMPLEX
2021-09-14 15:45:15:6730,sensor,419,a0,adc,NXSAMPLEX
2021-09-14 15:45:15:6730,sensor,9,a1,adc,NXSAMPLEX
2021-09-14 15:45:15:6730,sensor,89,a2,adc,NXSAMPLEX
2021-09-14 15:45:15:7320,IMU,106,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:15:7320,IMU,-912,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:15:7320,IMU,364,az,acceleration,NXSAMPLEX
2021-09-14 15:45:15:7390,IMU,-71,mx,magnet,NXSCK
2021-09-14 15:45:15:7390,IMU,70,my,magnet,NXSCK
2021-09-14 15:45:15:7390,IMU,-16,mz,magnet,NXSCK
2021-09-14 15:45:15:7920,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 15:45:15:7920,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:15:7920,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:15:8000,IMU,-132,ax,acceleration,NXSCK
2021-09-14 15:45:15:8000,IMU,-432,ay,acceleration,NXSCK
2021-09-14 15:45:15:8000,IMU,893,az,acceleration,NXSCK
2021-09-14 15:45:15:8530,IMU,-2203,mx,magnet,NXSAMPLEX
2021-09-14 15:45:15:8530,IMU,809,my,magnet,NXSAMPLEX
2021-09-14 15:45:15:8530,IMU,-4917,mz,magnet,NXSAMPLEX
2021-09-14 15:45:15:8600,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:15:8600,IMU,-16,gy,gyration,NXSCK
2021-09-14 15:45:15:8600,IMU,-2,gz,gyration,NXSCK
2021-09-14 15:45:15:9200,IMU,-70,mx,magnet,NXSCK
2021-09-14 15:45:15:9200,IMU,70,my,magnet,NXSCK
2021-09-14 15:45:15:9200,IMU,-16,mz,magnet,NXSCK
2021-09-14 15:45:15:9430,sensor,428,a0,adc,NXSAMPLEX
2021-09-14 15:45:15:9430,sensor,14,a1,adc,NXSAMPLEX
2021-09-14 15:45:15:9430,sensor,104,a2,adc,NXSAMPLEX
2021-09-14 15:45:15:9850,sensor,892,a0,adc,NXSCK
2021-09-14 15:45:15:9850,sensor,115,a1,adc,NXSCK
2021-09-14 15:45:15:9850,sensor,194,a2,adc,NXSCK
2021-09-14 15:45:16:0070,IMU,103,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:16:0070,IMU,-902,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:16:0070,IMU,366,az,acceleration,NXSAMPLEX
2021-09-14 15:45:16:0620,IMU,10,gx,gyration,NXSAMPLEX
2021-09-14 15:45:16:0620,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:16:0620,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:16:0990,IMU,-131,ax,acceleration,NXSCK
2021-09-14 15:45:16:0990,IMU,-434,ay,acceleration,NXSCK
2021-09-14 15:45:16:0990,IMU,895,az,acceleration,NXSCK
2021-09-14 15:45:16:1220,IMU,-2196,mx,magnet,NXSAMPLEX
2021-09-14 15:45:16:1220,IMU,812,my,magnet,NXSAMPLEX
2021-09-14 15:45:16:1220,IMU,-4986,mz,magnet,NXSAMPLEX
2021-09-14 15:45:16:1600,IMU,-70,mx,magnet,NXSCK
2021-09-14 15:45:16:1600,IMU,69,my,magnet,NXSCK
2021-09-14 15:45:16:1600,IMU,-16,mz,magnet,NXSCK
2021-09-14 15:45:16:1840,sensor,421,a0,adc,NXSAMPLEX
2021-09-14 15:45:16:1840,sensor,12,a1,adc,NXSAMPLEX
2021-09-14 15:45:16:1840,sensor,64,a2,adc,NXSAMPLEX
2021-09-14 15:45:16:2240,sensor,889,a0,adc,NXSCK
2021-09-14 15:45:16:2240,sensor,113,a1,adc,NXSCK
2021-09-14 15:45:16:2240,sensor,187,a2,adc,NXSCK
2021-09-14 15:45:16:2410,IMU,104,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:16:2410,IMU,-906,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:16:2410,IMU,365,az,acceleration,NXSAMPLEX
2021-09-14 15:45:16:3020,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 15:45:16:3020,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:16:3020,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:16:3620,IMU,-2214,mx,magnet,NXSAMPLEX
2021-09-14 15:45:16:3620,IMU,829,my,magnet,NXSAMPLEX
2021-09-14 15:45:16:3620,IMU,-4901,mz,magnet,NXSAMPLEX
2021-09-14 15:45:16:3690,IMU,-130,ax,acceleration,NXSCK
2021-09-14 15:45:16:3690,IMU,-434,ay,acceleration,NXSCK
2021-09-14 15:45:16:3690,IMU,892,az,acceleration,NXSCK
2021-09-14 15:45:16:4230,sensor,421,a0,adc,NXSAMPLEX
2021-09-14 15:45:16:4230,sensor,11,a1,adc,NXSAMPLEX
2021-09-14 15:45:16:4230,sensor,84,a2,adc,NXSAMPLEX
2021-09-14 15:45:16:4820,IMU,103,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:16:4820,IMU,-899,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:16:4820,IMU,362,az,acceleration,NXSAMPLEX
2021-09-14 15:45:16:5190,IMU,-70,mx,magnet,NXSCK
2021-09-14 15:45:16:5190,IMU,70,my,magnet,NXSCK
2021-09-14 15:45:16:5190,IMU,-16,mz,magnet,NXSCK
2021-09-14 15:45:16:5420,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 15:45:16:5420,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:16:5420,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:16:5800,IMU,-131,ax,acceleration,NXSCK
2021-09-14 15:45:16:5800,IMU,-434,ay,acceleration,NXSCK
2021-09-14 15:45:16:5800,IMU,892,az,acceleration,NXSCK
2021-09-14 15:45:16:6030,IMU,-2215,mx,magnet,NXSAMPLEX
2021-09-14 15:45:16:6030,IMU,825,my,magnet,NXSAMPLEX
2021-09-14 15:45:16:6030,IMU,-4896,mz,magnet,NXSAMPLEX
2021-09-14 15:45:16:6630,sensor,423,a0,adc,NXSAMPLEX
2021-09-14 15:45:16:6630,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 15:45:16:6630,sensor,101,a2,adc,NXSAMPLEX
2021-09-14 15:45:16:7040,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:16:7040,IMU,-15,gy,gyration,NXSCK
2021-09-14 15:45:16:7040,IMU,-2,gz,gyration,NXSCK
2021-09-14 15:45:16:7220,IMU,105,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:16:7220,IMU,-911,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:16:7220,IMU,367,az,acceleration,NXSAMPLEX
2021-09-14 15:45:16:7830,IMU,10,gx,gyration,NXSAMPLEX
2021-09-14 15:45:16:7830,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:16:7830,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:16:8200,IMU,-70,mx,magnet,NXSCK
2021-09-14 15:45:16:8200,IMU,69,my,magnet,NXSCK
2021-09-14 15:45:16:8200,IMU,-15,mz,magnet,NXSCK
2021-09-14 15:45:16:8430,IMU,-2172,mx,magnet,NXSAMPLEX
2021-09-14 15:45:16:8430,IMU,801,my,magnet,NXSAMPLEX
2021-09-14 15:45:16:8430,IMU,-4902,mz,magnet,NXSAMPLEX
2021-09-14 15:45:16:8800,IMU,-131,ax,acceleration,NXSCK
2021-09-14 15:45:16:8800,IMU,-433,ay,acceleration,NXSCK
2021-09-14 15:45:16:8800,IMU,893,az,acceleration,NXSCK
2021-09-14 15:45:16:9030,sensor,422,a0,adc,NXSAMPLEX
2021-09-14 15:45:16:9030,sensor,8,a1,adc,NXSAMPLEX
2021-09-14 15:45:16:9030,sensor,47,a2,adc,NXSAMPLEX
2021-09-14 15:45:16:9440,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:16:9440,IMU,-15,gy,gyration,NXSCK
2021-09-14 15:45:16:9440,IMU,-2,gz,gyration,NXSCK
2021-09-14 15:45:16:9920,IMU,105,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:16:9920,IMU,-902,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:16:9920,IMU,364,az,acceleration,NXSAMPLEX
2021-09-14 15:45:17:0000,IMU,-70,mx,magnet,NXSCK
2021-09-14 15:45:17:0000,IMU,69,my,magnet,NXSCK
2021-09-14 15:45:17:0000,IMU,-16,mz,magnet,NXSCK
2021-09-14 15:45:17:0520,IMU,8,gx,gyration,NXSAMPLEX
2021-09-14 15:45:17:0520,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:17:0520,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:17:0890,sensor,897,a0,adc,NXSCK
2021-09-14 15:45:17:0890,sensor,120,a1,adc,NXSCK
2021-09-14 15:45:17:0890,sensor,191,a2,adc,NXSCK
2021-09-14 15:45:17:1120,IMU,-2181,mx,magnet,NXSAMPLEX
2021-09-14 15:45:17:1120,IMU,836,my,magnet,NXSAMPLEX
2021-09-14 15:45:17:1120,IMU,-4938,mz,magnet,NXSAMPLEX
2021-09-14 15:45:17:1490,IMU,-130,ax,acceleration,NXSCK
2021-09-14 15:45:17:1490,IMU,-433,ay,acceleration,NXSCK
2021-09-14 15:45:17:1490,IMU,890,az,acceleration,NXSCK
2021-09-14 15:45:17:1720,sensor,428,a0,adc,NXSAMPLEX
2021-09-14 15:45:17:1720,sensor,3,a1,adc,NXSAMPLEX
2021-09-14 15:45:17:1720,sensor,88,a2,adc,NXSAMPLEX
2021-09-14 15:45:17:2100,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:17:2100,IMU,-16,gy,gyration,NXSCK
2021-09-14 15:45:17:2100,IMU,-2,gz,gyration,NXSCK
2021-09-14 15:45:17:2320,IMU,105,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:17:2320,IMU,-910,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:17:2320,IMU,362,az,acceleration,NXSAMPLEX
2021-09-14 15:45:17:2920,IMU,8,gx,gyration,NXSAMPLEX
2021-09-14 15:45:17:2920,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:17:2920,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:17:3530,IMU,-2218,mx,magnet,NXSAMPLEX
2021-09-14 15:45:17:3530,IMU,797,my,magnet,NXSAMPLEX
2021-09-14 15:45:17:3530,IMU,-4963,mz,magnet,NXSAMPLEX
2021-09-14 15:45:17:3600,IMU,-70,mx,magnet,NXSCK
2021-09-14 15:45:17:3600,IMU,69,my,magnet,NXSCK
2021-09-14 15:45:17:3600,IMU,-15,mz,magnet,NXSCK
2021-09-14 15:45:17:4130,sensor,424,a0,adc,NXSAMPLEX
2021-09-14 15:45:17:4130,sensor,12,a1,adc,NXSAMPLEX
2021-09-14 15:45:17:4130,sensor,108,a2,adc,NXSAMPLEX
2021-09-14 15:45:17:4490,IMU,-130,ax,acceleration,NXSCK
2021-09-14 15:45:17:4490,IMU,-435,ay,acceleration,NXSCK
2021-09-14 15:45:17:4490,IMU,892,az,acceleration,NXSCK
2021-09-14 15:45:17:4720,IMU,104,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:17:4720,IMU,-902,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:17:4720,IMU,367,az,acceleration,NXSAMPLEX
2021-09-14 15:45:17:5330,IMU,10,gx,gyration,NXSAMPLEX
2021-09-14 15:45:17:5330,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:17:5330,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:17:5700,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:17:5700,IMU,-15,gy,gyration,NXSCK
2021-09-14 15:45:17:5700,IMU,-2,gz,gyration,NXSCK
2021-09-14 15:45:17:5930,IMU,-2203,mx,magnet,NXSAMPLEX
2021-09-14 15:45:17:5930,IMU,807,my,magnet,NXSAMPLEX
2021-09-14 15:45:17:5930,IMU,-4930,mz,magnet,NXSAMPLEX
2021-09-14 15:45:17:6310,sensor,891,a0,adc,NXSCK
2021-09-14 15:45:17:6310,sensor,113,a1,adc,NXSCK
2021-09-14 15:45:17:6310,sensor,195,a2,adc,NXSCK
2021-09-14 15:45:17:6650,sensor,422,a0,adc,NXSAMPLEX
2021-09-14 15:45:17:6650,sensor,12,a1,adc,NXSAMPLEX
2021-09-14 15:45:17:6650,sensor,57,a2,adc,NXSAMPLEX
2021-09-14 15:45:17:6890,IMU,-131,ax,acceleration,NXSCK
2021-09-14 15:45:17:6890,IMU,-435,ay,acceleration,NXSCK
2021-09-14 15:45:17:6890,IMU,891,az,acceleration,NXSCK
2021-09-14 15:45:17:7110,IMU,103,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:17:7110,IMU,-907,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:17:7110,IMU,366,az,acceleration,NXSAMPLEX
2021-09-14 15:45:17:7490,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:17:7490,IMU,-15,gy,gyration,NXSCK
2021-09-14 15:45:17:7490,IMU,-2,gz,gyration,NXSCK
2021-09-14 15:45:17:7710,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 15:45:17:7710,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:17:7710,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:17:8330,IMU,-2202,mx,magnet,NXSAMPLEX
2021-09-14 15:45:17:8330,IMU,790,my,magnet,NXSAMPLEX
2021-09-14 15:45:17:8330,IMU,-4956,mz,magnet,NXSAMPLEX
2021-09-14 15:45:17:8930,sensor,425,a0,adc,NXSAMPLEX
2021-09-14 15:45:17:8930,sensor,6,a1,adc,NXSAMPLEX
2021-09-14 15:45:17:8930,sensor,117,a2,adc,NXSAMPLEX
2021-09-14 15:45:17:9280,IMU,-70,mx,magnet,NXSCK
2021-09-14 15:45:17:9280,IMU,69,my,magnet,NXSCK
2021-09-14 15:45:17:9280,IMU,-16,mz,magnet,NXSCK
2021-09-14 15:45:17:9510,IMU,107,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:17:9510,IMU,-909,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:17:9510,IMU,368,az,acceleration,NXSAMPLEX
2021-09-14 15:45:17:9590,IMU,-130,ax,acceleration,NXSCK
2021-09-14 15:45:17:9590,IMU,-434,ay,acceleration,NXSCK
2021-09-14 15:45:17:9590,IMU,890,az,acceleration,NXSCK
2021-09-14 15:45:18:0190,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:18:0190,IMU,-15,gy,gyration,NXSCK
2021-09-14 15:45:18:0190,IMU,-2,gz,gyration,NXSCK
2021-09-14 15:45:18:0420,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 15:45:18:0420,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:18:0420,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:18:1030,IMU,-2220,mx,magnet,NXSAMPLEX
2021-09-14 15:45:18:1030,IMU,815,my,magnet,NXSAMPLEX
2021-09-14 15:45:18:1030,IMU,-4983,mz,magnet,NXSAMPLEX
2021-09-14 15:45:18:1640,sensor,423,a0,adc,NXSAMPLEX
2021-09-14 15:45:18:1640,sensor,4,a1,adc,NXSAMPLEX
2021-09-14 15:45:18:1640,sensor,102,a2,adc,NXSAMPLEX
2021-09-14 15:45:18:2080,IMU,-69,mx,magnet,NXSCK
2021-09-14 15:45:18:2080,IMU,69,my,magnet,NXSCK
2021-09-14 15:45:18:2080,IMU,-16,mz,magnet,NXSCK
2021-09-14 15:45:18:2220,IMU,105,ax,acceleration,NXSAMPLEX
2021-09-14 15:45:18:2220,IMU,-908,ay,acceleration,NXSAMPLEX
2021-09-14 15:45:18:2220,IMU,368,az,acceleration,NXSAMPLEX
2021-09-14 15:45:18:2600,IMU,-131,ax,acceleration,NXSCK
2021-09-14 15:45:18:2600,IMU,-433,ay,acceleration,NXSCK
2021-09-14 15:45:18:2600,IMU,894,az,acceleration,NXSCK
2021-09-14 15:45:18:2830,IMU,9,gx,gyration,NXSAMPLEX
2021-09-14 15:45:18:2830,IMU,-13,gy,gyration,NXSAMPLEX
2021-09-14 15:45:18:2830,IMU,-11,gz,gyration,NXSAMPLEX
2021-09-14 15:45:18:3200,IMU,6,gx,gyration,NXSCK
2021-09-14 15:45:18:3200,IMU,-15,gy,gyration,NXSCK
